buildingID,zip,,floorarea.SF,buildingtype.STR
cbe_06,94720,us,311786,office
,,,,
LocalDateTime,EnergyConsumption,,,
1/5/2007 16:00,161.82,,,
1/5/2007 16:15,157.5,,,
1/5/2007 16:30,152.46,,,
1/5/2007 16:45,146.7,,,
1/5/2007 17:00,141.84,,,
1/5/2007 17:15,137.34,,,
1/5/2007 17:30,134.46,,,
1/5/2007 17:45,131.94,,,
1/5/2007 18:00,124.02,,,
1/5/2007 18:15,96.66,,,
1/5/2007 18:30,98.82,,,
1/5/2007 18:45,99.72,,,
1/5/2007 19:00,97.2,,,
1/5/2007 19:15,93.24,,,
1/5/2007 19:30,96.48,,,
1/5/2007 19:45,97.74,,,
1/5/2007 20:00,99.72,,,
1/5/2007 20:15,98.64,,,
1/5/2007 20:30,99.9,,,
1/5/2007 20:45,93.24,,,
1/5/2007 21:00,92.16,,,
1/5/2007 21:15,88.56,,,
1/5/2007 21:30,86.04,,,
1/5/2007 21:45,86.04,,,
1/5/2007 22:00,82.08,,,
1/5/2007 22:15,82.8,,,
1/5/2007 22:30,83.88,,,
1/5/2007 22:45,83.52,,,
1/5/2007 23:00,82.26,,,
1/5/2007 23:15,81.36,,,
1/5/2007 23:30,80.28,,,
1/5/2007 23:45,81.36,,,
1/6/2007 0:00,64.26,,,
1/6/2007 0:15,69.66,,,
1/6/2007 0:30,65.88,,,
1/6/2007 0:45,66.24,,,
1/6/2007 1:00,66.06,,,
1/6/2007 1:15,63.54,,,
1/6/2007 1:30,63.72,,,
1/6/2007 1:45,63.18,,,
1/6/2007 2:00,60.3,,,
1/6/2007 2:15,61.74,,,
1/6/2007 2:30,60.3,,,
1/6/2007 2:45,60.12,,,
1/6/2007 3:00,59.76,,,
1/6/2007 3:15,59.76,,,
1/6/2007 3:30,61.38,,,
1/6/2007 3:45,58.86,,,
1/6/2007 4:00,58.68,,,
1/6/2007 4:15,58.86,,,
1/6/2007 4:30,59.76,,,
1/6/2007 4:45,59.58,,,
1/6/2007 5:00,58.5,,,
1/6/2007 5:15,58.32,,,
1/6/2007 5:30,58.14,,,
1/6/2007 5:45,61.02,,,
1/6/2007 6:00,59.22,,,
1/6/2007 6:15,58.14,,,
1/6/2007 6:30,58.68,,,
1/6/2007 6:45,59.94,,,
1/6/2007 7:00,60.3,,,
1/6/2007 7:15,57.24,,,
1/6/2007 7:30,59.04,,,
1/6/2007 7:45,58.14,,,
1/6/2007 8:00,60.48,,,
1/6/2007 8:15,59.76,,,
1/6/2007 8:30,60.12,,,
1/6/2007 8:45,59.22,,,
1/6/2007 9:00,59.76,,,
1/6/2007 9:15,61.2,,,
1/6/2007 9:30,60.3,,,
1/6/2007 9:45,59.22,,,
1/6/2007 10:00,59.22,,,
1/6/2007 10:15,62.64,,,
1/6/2007 10:30,62.1,,,
1/6/2007 10:45,63.54,,,
1/6/2007 11:00,64.62,,,
1/6/2007 11:15,63.36,,,
1/6/2007 11:30,66.78,,,
1/6/2007 11:45,65.34,,,
1/6/2007 12:00,65.16,,,
1/6/2007 12:15,67.5,,,
1/6/2007 12:30,68.04,,,
1/6/2007 12:45,67.5,,,
1/6/2007 13:00,66.96,,,
1/6/2007 13:15,67.68,,,
1/6/2007 13:30,65.7,,,
1/6/2007 13:45,67.14,,,
1/6/2007 14:00,66.24,,,
1/6/2007 14:15,65.34,,,
1/6/2007 14:30,62.82,,,
1/6/2007 14:45,64.08,,,
1/6/2007 15:00,64.62,,,
1/6/2007 15:15,62.64,,,
1/6/2007 15:30,63.18,,,
1/6/2007 15:45,63.18,,,
1/6/2007 16:00,64.62,,,
1/6/2007 16:15,62.1,,,
1/6/2007 16:30,63.18,,,
1/6/2007 16:45,62.1,,,
1/6/2007 17:00,63.9,,,
1/6/2007 17:15,64.44,,,
1/6/2007 17:30,64.8,,,
1/6/2007 17:45,64.26,,,
1/6/2007 18:00,63.9,,,
1/6/2007 18:15,65.34,,,
1/6/2007 18:30,63.54,,,
1/6/2007 18:45,63.54,,,
1/6/2007 19:00,62.82,,,
1/6/2007 19:15,63.54,,,
1/6/2007 19:30,64.8,,,
1/6/2007 19:45,62.46,,,
1/6/2007 20:00,62.82,,,
1/6/2007 20:15,62.82,,,
1/6/2007 20:30,63.9,,,
1/6/2007 20:45,63.9,,,
1/6/2007 21:00,63,,,
1/6/2007 21:15,62.1,,,
1/6/2007 21:30,63.9,,,
1/6/2007 21:45,64.62,,,
1/6/2007 22:00,61.92,,,
1/6/2007 22:15,63,,,
1/6/2007 22:30,63.18,,,
1/6/2007 22:45,63.54,,,
1/6/2007 23:00,63,,,
1/6/2007 23:15,63.18,,,
1/6/2007 23:30,62.1,,,
1/6/2007 23:45,63.36,,,
1/7/2007 0:00,63.9,,,
1/7/2007 0:15,62.46,,,
1/7/2007 0:30,62.64,,,
1/7/2007 0:45,64.62,,,
1/7/2007 1:00,63.9,,,
1/7/2007 1:15,62.64,,,
1/7/2007 1:30,63,,,
1/7/2007 1:45,63.18,,,
1/7/2007 2:00,64.26,,,
1/7/2007 2:15,62.82,,,
1/7/2007 2:30,63,,,
1/7/2007 2:45,63.72,,,
1/7/2007 3:00,63.9,,,
1/7/2007 3:15,62.28,,,
1/7/2007 3:30,62.1,,,
1/7/2007 3:45,62.1,,,
1/7/2007 4:00,63,,,
1/7/2007 4:15,63.18,,,
1/7/2007 4:30,61.74,,,
1/7/2007 4:45,61.92,,,
1/7/2007 5:00,63.54,,,
1/7/2007 5:15,64.26,,,
1/7/2007 5:30,62.28,,,
1/7/2007 5:45,62.1,,,
1/7/2007 6:00,62.46,,,
1/7/2007 6:15,62.64,,,
1/7/2007 6:30,62.46,,,
1/7/2007 6:45,62.28,,,
1/7/2007 7:00,61.56,,,
1/7/2007 7:15,61.38,,,
1/7/2007 7:30,62.82,,,
1/7/2007 7:45,61.56,,,
1/7/2007 8:00,61.02,,,
1/7/2007 8:15,61.38,,,
1/7/2007 8:30,61.02,,,
1/7/2007 8:45,62.46,,,
1/7/2007 9:00,61.2,,,
1/7/2007 9:15,61.02,,,
1/7/2007 9:30,60.66,,,
1/7/2007 9:45,62.64,,,
1/7/2007 10:00,63.36,,,
1/7/2007 10:15,64.26,,,
1/7/2007 10:30,63.72,,,
1/7/2007 10:45,63.9,,,
1/7/2007 11:00,65.16,,,
1/7/2007 11:15,65.88,,,
1/7/2007 11:30,67.68,,,
1/7/2007 11:45,67.5,,,
1/7/2007 12:00,68.58,,,
1/7/2007 12:15,67.68,,,
1/7/2007 12:30,65.88,,,
1/7/2007 12:45,66.24,,,
1/7/2007 13:00,66.42,,,
1/7/2007 13:15,66.78,,,
1/7/2007 13:30,65.34,,,
1/7/2007 13:45,63.72,,,
1/7/2007 14:00,65.34,,,
1/7/2007 14:15,66.24,,,
1/7/2007 14:30,68.76,,,
1/7/2007 14:45,65.88,,,
1/7/2007 15:00,65.16,,,
1/7/2007 15:15,65.52,,,
1/7/2007 15:30,66.42,,,
1/7/2007 15:45,68.4,,,
1/7/2007 16:00,67.14,,,
1/7/2007 16:15,66.6,,,
1/7/2007 16:30,66.78,,,
1/7/2007 16:45,67.5,,,
1/7/2007 17:00,66.78,,,
1/7/2007 17:15,64.44,,,
1/7/2007 17:30,65.7,,,
1/7/2007 17:45,64.62,,,
1/7/2007 18:00,66.06,,,
1/7/2007 18:15,65.34,,,
1/7/2007 18:30,64.44,,,
1/7/2007 18:45,64.08,,,
1/7/2007 19:00,64.08,,,
1/7/2007 19:15,64.98,,,
1/7/2007 19:30,63.18,,,
1/7/2007 19:45,63.36,,,
1/7/2007 20:00,63.18,,,
1/7/2007 20:15,63.36,,,
